Order ID,Employee ID ,Employee Name,Employee Job Title,Sales Region,Order Date,State,State Code,Product Category,Product Name,Quantity,Unit Price,Order Amount
7456,16439,Alyssa Smoak,Sales Associate IV,Northeast,18/11/2020,Pennsylvania,PA,Olive Oil,Extra Virgin Olive Oil - Bold 12pk,10,234,2340
7465,16439,Alyssa Smoak,Sales Associate IV,Northeast,19/11/2020,Massachusetts,MA,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,1,234,234
7466,16439,Alyssa Smoak,Sales Associate IV,Northeast,19/11/2020,Massachusetts,MA,Olive Oil,Extra Virgin Olive Oil - Delicate 2pk,4,45,180
7478,16439,Alyssa Smoak,Sales Associate IV,Northeast,21/11/2020,New York,NY,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,2,114,228
7512,16439,Alyssa Smoak,Sales Associate IV,Northeast,25/11/2020,Pennsylvania,PA,Olive Oil,Garlic Extra Virgin Olive Oil 6pk,2,123,246
7530,16439,Alyssa Smoak,Sales Associate IV,Northeast,26/11/2020,New York,NY,Bath products,Vanilla and Olive Oil Lotion,1,9.99,9.99
7573,16439,Alyssa Smoak,Sales Associate IV,Northeast,2/12/2020,New York,NY,Bath products,Lavender and Olive Oil Bar Soap,1,5.99,5.99
7602,16439,Alyssa Smoak,Sales Associate IV,Northeast,7/12/2020,New York,NY,Olive Oil,Chili Extra Virgin Olive Oil 12pk,7,234,1638
7613,16439,Alyssa Smoak,Sales Associate IV,Northeast,9/12/2020,Pennsylvania,PA,Olive Oil,Extra Virgin Olive Oil - Bold,1,24.5,24.5
7670,16439,Alyssa Smoak,Sales Associate IV,Northeast,15/12/2020,Pennsylvania,PA,Olive Oil,Chili Extra Virgin Olive Oil 12pk,9,234,2106
7687,16439,Alyssa Smoak,Sales Associate IV,Northeast,18/12/2020,New Hampshire,NH,Bath products,Vanilla and Olive Oil Bar Soap 3pk,2,14.5,29
7692,16439,Alyssa Smoak,Sales Associate IV,Northeast,18/12/2020,New York,NY,Bath products,Assorted Olive Oil Bar Soap - 3 pk,1,14.5,14.5
7701,16439,Alyssa Smoak,Sales Associate IV,Northeast,19/12/2020,New York,NY,Olive Oil,Garlic Extra Virgin Olive Oil,7,26,182
7702,16439,Alyssa Smoak,Sales Associate IV,Northeast,20/12/2020,Massachusetts,MA,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
7715,16439,Alyssa Smoak,Sales Associate IV,Northeast,21/12/2020,New York,NY,Olive Oil,Basil Extra Virgin Olive Oil 2pk,3,45,135
7711,16439,Alyssa Smoak,Sales Associate IV,Northeast,21/12/2020,New Jersey,NJ,Olive Oil,Rosemary Extra Virgin Olive Oil,3,26,78
7735,16439,Alyssa Smoak,Sales Associate IV,Northeast,25/12/2020,New York,NY,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,2,234,468
7759,16439,Alyssa Smoak,Sales Associate IV,Northeast,27/12/2020,New York,NY,Bath products,Vanilla and Olive Oil Lotion,2,9.99,19.98
2879,13610,Ava Orosco,Sales Associate I,Northwest,1/2/2019,Oregon,OR,Olive Oil,Rosemary Extra Virgin Olive Oil 6pk,1,123,123
2942,13610,Ava Orosco,Sales Associate I,Northwest,11/2/2019,Washington,WA,Olive Oil,Garlic Extra Virgin Olive Oil,2,26,52
2964,13610,Ava Orosco,Sales Associate I,Northwest,12/2/2019,Washington,WA,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,3,234,702
3108,13610,Ava Orosco,Sales Associate I,Northwest,10/3/2019,Oregon,OR,Olive Oil,Extra Virgin Olive Oil - Bold 2pk,14,17.5,245
3143,13610,Ava Orosco,Sales Associate I,Northwest,15/3/2019,Washington,WA,Olive Oil,Rosemary Extra Virgin Olive Oil 6pk,3,123,369
3152,13610,Ava Orosco,Sales Associate I,Northwest,16/3/2019,Washington,WA,Gift Basket,Scented Olive Oil Lotion Gift Basket,8,27,216
3162,13610,Ava Orosco,Sales Associate I,Northwest,18/3/2019,Oregon,OR,Olive Oil,Basil Extra Virgin Olive Oil 12pk,3,234,702
3309,13610,Ava Orosco,Sales Associate I,Northwest,6/4/2019,Washington,WA,Gift Basket,Organic EVOO Gift Basket,1,70,70
3459,13610,Ava Orosco,Sales Associate I,Northwest,27/4/2019,Washington,WA,Bath products,Lavender and Olive Body Soap,13,7.45,96.85
3513,13610,Ava Orosco,Sales Associate I,Northwest,2/5/2019,Washington,WA,Bath products,Vanilla and Olive Oil Bar Soap 3pk,3,14.5,43.5
3536,13610,Ava Orosco,Sales Associate I,Northwest,5/5/2019,Washington,WA,Olive Oil,Chili Extra Virgin Olive Oil 12pk,9,234,2106
3609,13610,Ava Orosco,Sales Associate I,Northwest,16/5/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,10,234,2340
3616,13610,Ava Orosco,Sales Associate I,Northwest,17/5/2019,Washington,WA,Gift Basket,Scented Olive Oil Candle Gift Basket,2,19.5,39
3743,13610,Ava Orosco,Sales Associate I,Northwest,7/6/2019,Alaska,AK,Olive Oil,Rosemary Extra Virgin Olive Oil,4,26,104
3769,13610,Ava Orosco,Sales Associate I,Northwest,10/6/2019,Washington,WA,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,3,234,702
3799,13610,Ava Orosco,Sales Associate I,Northwest,15/6/2019,Washington,WA,Bath products,Vanilla and Olive Oil Lotion,4,9.99,39.96
3854,13610,Ava Orosco,Sales Associate I,Northwest,21/6/2019,Alaska,AK,Bath products,Assorted Olive Oil Bar Soap - 3 pk,4,14.5,58
3962,13610,Ava Orosco,Sales Associate I,Northwest,6/7/2019,Oregon,OR,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
3977,13610,Ava Orosco,Sales Associate I,Northwest,9/7/2019,Idaho,ID,Bath products,Lavender and Olive Body Soap,3,7.45,22.35
3986,13610,Ava Orosco,Sales Associate I,Northwest,10/7/2019,Washington,WA,Bath products,Lavender and Olive Body Soap,2,7.45,14.9
3987,13610,Ava Orosco,Sales Associate I,Northwest,10/7/2019,Oregon,OR,Olive Oil,Extra Virgin Olive Oil - Bold 6pk,4,114,456
4029,13610,Ava Orosco,Sales Associate I,Northwest,15/7/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,3,114,342
4098,13610,Ava Orosco,Sales Associate I,Northwest,25/7/2019,Alaska,AK,Bath products,Vanilla and Olive Oil Bar Soap,1,5.99,5.99
4195,13610,Ava Orosco,Sales Associate I,Northwest,8/8/2019,Washington,WA,Bath products,Lavender and Olive Oil Lotion,4,9.99,39.96
4229,13610,Ava Orosco,Sales Associate I,Northwest,13/8/2019,Idaho,ID,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
4294,13610,Ava Orosco,Sales Associate I,Northwest,21/8/2019,Oregon,OR,Olive Oil,Basil Extra Virgin Olive Oil 12pk,6,234,1404
4300,13610,Ava Orosco,Sales Associate I,Northwest,22/8/2019,Alaska,AK,Bath products,Lavender and Olive Candle,1,6.99,6.99
4353,13610,Ava Orosco,Sales Associate I,Northwest,30/8/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,6,234,1404
4428,13610,Ava Orosco,Sales Associate I,Northwest,10/9/2019,Idaho,ID,Olive Oil,Basil Extra Virgin Olive Oil 2pk,1,45,45
4594,13610,Ava Orosco,Sales Associate I,Northwest,7/10/2019,Idaho,ID,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,4,45,180
4607,13610,Ava Orosco,Sales Associate I,Northwest,8/10/2019,Alaska,AK,Olive Oil,Garlic Extra Virgin Olive Oil,3,26,78
4606,13610,Ava Orosco,Sales Associate I,Northwest,8/10/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Bold 6pk,3,114,342
4611,13610,Ava Orosco,Sales Associate I,Northwest,9/10/2019,Oregon,OR,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,11,234,2574
4706,13610,Ava Orosco,Sales Associate I,Northwest,22/10/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium,2,24.5,49
4709,13610,Ava Orosco,Sales Associate I,Northwest,23/10/2019,Washington,WA,Bath products,Vanilla and Olive Oil Bar Soap 3pk,1,14.5,14.5
4736,13610,Ava Orosco,Sales Associate I,Northwest,26/10/2019,Washington,WA,Bath products,Vanilla and Olive Oil Bar Soap,4,5.99,23.96
4759,13610,Ava Orosco,Sales Associate I,Northwest,29/10/2019,Oregon,OR,Bath products,Mandarin and Olive Oil Bar Soap 3pk,1,14.5,14.5
4870,13610,Ava Orosco,Sales Associate I,Northwest,15/11/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Delicate 6pk,1,114,114
5030,13610,Ava Orosco,Sales Associate I,Northwest,7/12/2019,Idaho,ID,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,4,70,280
5125,13610,Ava Orosco,Sales Associate I,Northwest,23/12/2019,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium,4,24.5,98
5217,13610,Ava Orosco,Sales Associate I,Northwest,4/1/2020,Washington,WA,Olive Oil,Basil Extra Virgin Olive Oil 6pk,4,123,492
5404,13610,Ava Orosco,Sales Associate I,Northwest,2/2/2020,Washington,WA,Bath products,Mandarin and Olive Body Soap,4,7.45,29.8
5492,13610,Ava Orosco,Sales Associate I,Northwest,14/2/2020,Washington,WA,Bath products,Vanilla and Olive Oil Body Soap,2,7.45,14.9
5647,13610,Ava Orosco,Sales Associate I,Northwest,9/3/2020,Washington,WA,Olive Oil,Lemon Extra Virgin Olive Oil,2,26,52
5780,13610,Ava Orosco,Sales Associate I,Northwest,25/3/2020,Washington,WA,Olive Oil,Basil Extra Virgin Olive Oil,2,26,52
5819,13610,Ava Orosco,Sales Associate I,Northwest,31/3/2020,Oregon,OR,Olive Oil,Chili Extra Virgin Olive Oil,1,26,26
5826,13610,Ava Orosco,Sales Associate I,Northwest,2/4/2020,Oregon,OR,Gift Basket,Scented Olive Oil Candle Gift Basket,4,19.5,78
5919,13610,Ava Orosco,Sales Associate I,Northwest,17/4/2020,Washington,WA,Bath products,Mandarin and Olive Oil Lotion,2,9.99,19.98
5948,13610,Ava Orosco,Sales Associate I,Northwest,21/4/2020,Idaho,ID,Bath products,Mandarin and Olive Bath Salts,1,8.5,8.5
6174,13610,Ava Orosco,Sales Associate I,Northwest,23/5/2020,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
6212,13610,Ava Orosco,Sales Associate I,Northwest,30/5/2020,Washington,WA,Bath products,Mandarin and Olive Candle,2,6.99,13.98
6337,13610,Ava Orosco,Sales Associate I,Northwest,14/6/2020,Washington,WA,Gift Basket,Rosmary EVOO Gift Basket,1,75,75
6550,13610,Ava Orosco,Sales Associate I,Northwest,12/7/2020,Washington,WA,Bath products,Lavender and Olive Candle,4,6.99,27.96
6551,13610,Ava Orosco,Sales Associate I,Northwest,13/7/2020,Alaska,AK,Bath products,Mandarin and Olive Bath Salts,1,8.5,8.5
6620,13610,Ava Orosco,Sales Associate I,Northwest,21/7/2020,Alaska,AK,Olive Oil,Garlic Extra Virgin Olive Oil 6pk,2,123,246
6636,13610,Ava Orosco,Sales Associate I,Northwest,23/7/2020,Washington,WA,Gift Basket,Basil EVOO Gift Basket,1,75,75
6657,13610,Ava Orosco,Sales Associate I,Northwest,26/7/2020,Washington,WA,Gift Basket,Scented Olive Oil Bath Soap Gift Basket,3,45,135
6654,13610,Ava Orosco,Sales Associate I,Northwest,26/7/2020,Alaska,AK,Olive Oil,Garlic Extra Virgin Olive Oil,2,26,52
6663,13610,Ava Orosco,Sales Associate I,Northwest,27/7/2020,Idaho,ID,Olive Oil,Extra Virgin Olive Oil - Bold 12pk,3,234,702
6727,13610,Ava Orosco,Sales Associate I,Northwest,5/8/2020,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
6756,13610,Ava Orosco,Sales Associate I,Northwest,8/8/2020,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium,1,24.5,24.5
7192,13610,Ava Orosco,Sales Associate I,Northwest,10/10/2020,Oregon,OR,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,3,234,702
7349,13610,Ava Orosco,Sales Associate I,Northwest,2/11/2020,Oregon,OR,Bath products,Vanilla and Olive Oil Bar Soap 3pk,4,14.5,58
7412,13610,Ava Orosco,Sales Associate I,Northwest,11/11/2020,Idaho,ID,Gift Basket,Garlic EVOO Gift Basket,4,75,300
7452,13610,Ava Orosco,Sales Associate I,Northwest,17/11/2020,Washington,WA,Bath products,Lavender and Olive Candle,3,6.99,20.97
7479,13610,Ava Orosco,Sales Associate I,Northwest,21/11/2020,Washington,WA,Olive Oil,Chili Extra Virgin Olive Oil 12pk,5,234,1170
7517,13610,Ava Orosco,Sales Associate I,Northwest,25/11/2020,Washington,WA,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
7552,13610,Ava Orosco,Sales Associate I,Northwest,29/11/2020,Washington,WA,Bath products,Mandarin and Olive Oil Lotion,3,9.99,29.97
7576,13610,Ava Orosco,Sales Associate I,Northwest,3/12/2020,Washington,WA,Gift Basket,Lemon EVOO Gift Basket,2,75,150
7666,13610,Ava Orosco,Sales Associate I,Northwest,15/12/2020,Oregon,OR,Bath products,Lavender and Olive Oil Bar Soap 3pk,2,14.5,29
7754,13610,Ava Orosco,Sales Associate I,Northwest,26/12/2020,Washington,WA,Olive Oil,Extra Virgin Olive Oil - Medium,3,24.5,73.5
7774,13610,Ava Orosco,Sales Associate I,Northwest,30/12/2020,Washington,WA,Bath products,Vanilla and Olive Oil Candle,2,6.99,13.98
2899,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/2/2019,Wisconsin,WI,Gift Basket,Basil EVOO Gift Basket,4,75,300
2984,12746,Becky Seneschal,Senior Sales Representative,N Central East,15/2/2019,Michigan,MI,Gift Basket,Deluxe Bath Gift Basket,1,115,115
3011,12746,Becky Seneschal,Senior Sales Representative,N Central East,19/2/2019,Ohio,OH,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,2,114,228
3037,12746,Becky Seneschal,Senior Sales Representative,N Central East,22/2/2019,Ohio,OH,Gift Basket,Scented Olive Oil Lotion Gift Basket,1,27,27
3062,12746,Becky Seneschal,Senior Sales Representative,N Central East,28/2/2019,Illinois,IL,Bath products,Assorted Olive Bar Soap - 6 pk,3,30,90
3126,12746,Becky Seneschal,Senior Sales Representative,N Central East,13/3/2019,Illinois,IL,Bath products,Vanilla and Olive Oil Body Soap,11,7.45,81.95
3163,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/3/2019,Illinois,IL,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,3,114,342
3217,12746,Becky Seneschal,Senior Sales Representative,N Central East,24/3/2019,Michigan,MI,Bath products,Lavender and Olive Candle,1,6.99,6.99
3269,12746,Becky Seneschal,Senior Sales Representative,N Central East,2/4/2019,Iowa,IA,Olive Oil,Lemon Extra Virgin Olive Oil 6pk,4,123,492
3290,12746,Becky Seneschal,Senior Sales Representative,N Central East,4/4/2019,Ohio,OH,Bath products,Lavender and Olive Oil Bar Soap,2,5.99,11.98
3284,12746,Becky Seneschal,Senior Sales Representative,N Central East,4/4/2019,Minnesota,MN,Gift Basket,Lemon EVOO Gift Basket,4,75,300
3342,12746,Becky Seneschal,Senior Sales Representative,N Central East,11/4/2019,Illinois,IL,Olive Oil,Lemon Extra Virgin Olive Oil,1,26,26
3392,12746,Becky Seneschal,Senior Sales Representative,N Central East,17/4/2019,Minnesota,MN,Olive Oil,Lemon Extra Virgin Olive Oil 6pk,10,123,1230
3389,12746,Becky Seneschal,Senior Sales Representative,N Central East,17/4/2019,Minnesota,MN,Bath products,Vanilla and Olive Bath Salts,1,8.5,8.5
3399,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/4/2019,Minnesota,MN,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,1,234,234
3554,12746,Becky Seneschal,Senior Sales Representative,N Central East,8/5/2019,Indiana,IN,Olive Oil,Basil Extra Virgin Olive Oil 2pk,3,45,135
3644,12746,Becky Seneschal,Senior Sales Representative,N Central East,22/5/2019,Minnesota,MN,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
3702,12746,Becky Seneschal,Senior Sales Representative,N Central East,30/5/2019,Michigan,MI,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
3735,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/6/2019,Ohio,OH,Olive Oil,Basil Extra Virgin Olive Oil 6pk,4,123,492
3729,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/6/2019,Kansas,KS,Bath products,Lavender and Olive Oil Bar Soap,1,5.99,5.99
3800,12746,Becky Seneschal,Senior Sales Representative,N Central East,15/6/2019,Indiana,IN,Gift Basket,Organic EVOO Gift Basket,4,70,280
3827,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/6/2019,Indiana,IN,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
3878,12746,Becky Seneschal,Senior Sales Representative,N Central East,25/6/2019,Minnesota,MN,Bath products,Vanilla and Olive Oil Bar Soap 3pk,4,14.5,58
3918,12746,Becky Seneschal,Senior Sales Representative,N Central East,1/7/2019,Ohio,OH,Bath products,Mandarin and Olive Candle,3,6.99,20.97
4025,12746,Becky Seneschal,Senior Sales Representative,N Central East,14/7/2019,Minnesota,MN,Olive Oil,Basil Extra Virgin Olive Oil,3,26,78
4075,12746,Becky Seneschal,Senior Sales Representative,N Central East,22/7/2019,Ohio,OH,Gift Basket,Chili EVOO Gift Basket,1,75,75
4113,12746,Becky Seneschal,Senior Sales Representative,N Central East,28/7/2019,Kansas,KS,Olive Oil,Rosemary Extra Virgin Olive Oil,3,26,78
4114,12746,Becky Seneschal,Senior Sales Representative,N Central East,28/7/2019,Minnesota,MN,Olive Oil,Chili Extra Virgin Olive Oil,4,26,104
4138,12746,Becky Seneschal,Senior Sales Representative,N Central East,30/7/2019,Wisconsin,WI,Olive Oil,Chili Extra Virgin Olive Oil 12pk,4,234,936
4152,12746,Becky Seneschal,Senior Sales Representative,N Central East,1/8/2019,Ohio,OH,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,3,114,342
4217,12746,Becky Seneschal,Senior Sales Representative,N Central East,12/8/2019,Illinois,IL,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,10,234,2340
4220,12746,Becky Seneschal,Senior Sales Representative,N Central East,12/8/2019,Illinois,IL,Gift Basket,Scented Olive Oil Lotion Gift Basket,1,27,27
4368,12746,Becky Seneschal,Senior Sales Representative,N Central East,2/9/2019,Wisconsin,WI,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,4,70,280
4374,12746,Becky Seneschal,Senior Sales Representative,N Central East,2/9/2019,Kansas,KS,Gift Basket,Scented Olive Oil Candle Gift Basket,1,19.5,19.5
4409,12746,Becky Seneschal,Senior Sales Representative,N Central East,8/9/2019,Ohio,OH,Bath products,Assorted Olive Oil Bar Soap - 3 pk,4,14.5,58
4466,12746,Becky Seneschal,Senior Sales Representative,N Central East,17/9/2019,Ohio,OH,Bath products,Mandarin and Olive Body Soap,4,7.45,29.8
4487,12746,Becky Seneschal,Senior Sales Representative,N Central East,20/9/2019,Ohio,OH,Bath products,Mandarin and Olive Body Soap,3,7.45,22.35
4521,12746,Becky Seneschal,Senior Sales Representative,N Central East,26/9/2019,Illinois,IL,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,2,45,90
4530,12746,Becky Seneschal,Senior Sales Representative,N Central East,27/9/2019,Kansas,KS,Bath products,Vanilla and Olive Oil Lotion,4,9.99,39.96
4541,12746,Becky Seneschal,Senior Sales Representative,N Central East,28/9/2019,Michigan,MI,Olive Oil,Extra Virgin Olive Oil - Bold,4,24.5,98
4543,12746,Becky Seneschal,Senior Sales Representative,N Central East,29/9/2019,Ohio,OH,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,2,45,90
4550,12746,Becky Seneschal,Senior Sales Representative,N Central East,30/9/2019,Illinois,IL,Gift Basket,Scented Olive Oil Lotion Gift Basket,3,27,81
4564,12746,Becky Seneschal,Senior Sales Representative,N Central East,1/10/2019,Iowa,IA,Bath products,Vanilla and Olive Oil Candle,2,6.99,13.98
4615,12746,Becky Seneschal,Senior Sales Representative,N Central East,10/10/2019,Indiana,IN,Bath products,Vanilla and Olive Oil Candle,4,6.99,27.96
4668,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/10/2019,Michigan,MI,Olive Oil,Basil Extra Virgin Olive Oil 6pk,2,123,246
4677,12746,Becky Seneschal,Senior Sales Representative,N Central East,19/10/2019,Ohio,OH,Olive Oil,Garlic Extra Virgin Olive Oil,4,26,104
4717,12746,Becky Seneschal,Senior Sales Representative,N Central East,24/10/2019,Illinois,IL,Gift Basket,Chili EVOO Gift Basket,4,75,300
4747,12746,Becky Seneschal,Senior Sales Representative,N Central East,28/10/2019,Illinois,IL,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
4800,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/11/2019,Illinois,IL,Olive Oil,Extra Virgin Olive Oil - Medium 2pk,1,16.75,16.75
4810,12746,Becky Seneschal,Senior Sales Representative,N Central East,6/11/2019,Wisconsin,WI,Bath products,Lavender and Olive Candle,7,6.99,48.93
4880,12746,Becky Seneschal,Senior Sales Representative,N Central East,16/11/2019,Michigan,MI,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,3,234,702
4894,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/11/2019,Minnesota,MN,Bath products,Lavender and Olive Body Soap,8,7.45,59.6
4905,12746,Becky Seneschal,Senior Sales Representative,N Central East,20/11/2019,Ohio,OH,Bath products,Vanilla and Olive Oil Bar Soap 3pk,2,14.5,29
4927,12746,Becky Seneschal,Senior Sales Representative,N Central East,23/11/2019,Kansas,KS,Olive Oil,Chili Extra Virgin Olive Oil 2pk,4,45,180
4936,12746,Becky Seneschal,Senior Sales Representative,N Central East,24/11/2019,Iowa,IA,Olive Oil,Extra Virgin Olive Oil - Bold 2pk,4,17.5,70
4951,12746,Becky Seneschal,Senior Sales Representative,N Central East,26/11/2019,Indiana,IN,Olive Oil,Basil Extra Virgin Olive Oil 6pk,4,123,492
4953,12746,Becky Seneschal,Senior Sales Representative,N Central East,26/11/2019,Michigan,MI,Gift Basket,Infused EVOO Gift Basket,4,75,300
4945,12746,Becky Seneschal,Senior Sales Representative,N Central East,26/11/2019,Michigan,MI,Olive Oil,Basil Extra Virgin Olive Oil,4,26,104
5010,12746,Becky Seneschal,Senior Sales Representative,N Central East,4/12/2019,Iowa,IA,Olive Oil,Extra Virgin Olive Oil - Delicate,4,24.5,98
5017,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/12/2019,Minnesota,MN,Bath products,Vanilla and Olive Oil Body Soap,3,7.45,22.35
5021,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/12/2019,Michigan,MI,Olive Oil,Basil Extra Virgin Olive Oil 12pk,4,234,936
5055,12746,Becky Seneschal,Senior Sales Representative,N Central East,11/12/2019,Illinois,IL,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,2,114,228
5134,12746,Becky Seneschal,Senior Sales Representative,N Central East,25/12/2019,Michigan,MI,Olive Oil,Extra Virgin Olive Oil - Bold,4,24.5,98
5201,12746,Becky Seneschal,Senior Sales Representative,N Central East,2/1/2020,Ohio,OH,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,1,70,70
5267,12746,Becky Seneschal,Senior Sales Representative,N Central East,12/1/2020,Minnesota,MN,Olive Oil,Basil Extra Virgin Olive Oil 2pk,3,45,135
5302,12746,Becky Seneschal,Senior Sales Representative,N Central East,18/1/2020,Illinois,IL,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,10,234,2340
5329,12746,Becky Seneschal,Senior Sales Representative,N Central East,21/1/2020,Illinois,IL,Olive Oil,Basil Extra Virgin Olive Oil 12pk,3,234,702
5368,12746,Becky Seneschal,Senior Sales Representative,N Central East,27/1/2020,Ohio,OH,Olive Oil,Chili Extra Virgin Olive Oil 12pk,3,234,702
5379,12746,Becky Seneschal,Senior Sales Representative,N Central East,29/1/2020,Ohio,OH,Bath products,Vanilla and Olive Oil Body Soap,2,7.45,14.9
5435,12746,Becky Seneschal,Senior Sales Representative,N Central East,6/2/2020,Ohio,OH,Olive Oil,Rosemary Extra Virgin Olive Oil 6pk,1,123,123
5497,12746,Becky Seneschal,Senior Sales Representative,N Central East,15/2/2020,Ohio,OH,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,14,234,3276
5505,12746,Becky Seneschal,Senior Sales Representative,N Central East,15/2/2020,Ohio,OH,Olive Oil,Garlic Extra Virgin Olive Oil,2,26,52
5692,12746,Becky Seneschal,Senior Sales Representative,N Central East,14/3/2020,Ohio,OH,Olive Oil,Chili Extra Virgin Olive Oil 12pk,3,234,702
5700,12746,Becky Seneschal,Senior Sales Representative,N Central East,15/3/2020,Ohio,OH,Bath products,Vanilla and Olive Oil Body Soap,3,7.45,22.35
5728,12746,Becky Seneschal,Senior Sales Representative,N Central East,20/3/2020,Ohio,OH,Olive Oil,Garlic Extra Virgin Olive Oil 6pk,2,123,246
5745,12746,Becky Seneschal,Senior Sales Representative,N Central East,21/3/2020,Michigan,MI,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,4,114,456
5761,12746,Becky Seneschal,Senior Sales Representative,N Central East,24/3/2020,Kansas,KS,Gift Basket,Lemon EVOO Gift Basket,3,75,225
5808,12746,Becky Seneschal,Senior Sales Representative,N Central East,30/3/2020,Ohio,OH,Olive Oil,Extra Virgin Olive Oil - Medium,1,24.5,24.5
5848,12746,Becky Seneschal,Senior Sales Representative,N Central East,4/4/2020,Iowa,IA,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,4,234,936
5862,12746,Becky Seneschal,Senior Sales Representative,N Central East,7/4/2020,Kansas,KS,Olive Oil,Extra Virgin Olive Oil - Bold 2pk,1,17.5,17.5
5870,12746,Becky Seneschal,Senior Sales Representative,N Central East,8/4/2020,Ohio,OH,Gift Basket,Lemon EVOO Gift Basket,3,75,225
5938,12746,Becky Seneschal,Senior Sales Representative,N Central East,19/4/2020,Kansas,KS,Gift Basket,Scented Olive Oil Bath Soap Gift Basket,3,45,135
5932,12746,Becky Seneschal,Senior Sales Representative,N Central East,19/4/2020,Indiana,IN,Olive Oil,Lemon Extra Virgin Olive Oil 6pk,3,123,369
5999,12746,Becky Seneschal,Senior Sales Representative,N Central East,1/5/2020,Iowa,IA,Olive Oil,Extra Virgin Olive Oil - Bold 2pk,1,17.5,17.5
6143,12746,Becky Seneschal,Senior Sales Representative,N Central East,19/5/2020,Minnesota,MN,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,1,114,114
6231,12746,Becky Seneschal,Senior Sales Representative,N Central East,1/6/2020,Minnesota,MN,Bath products,Vanilla and Olive Oil Body Soap,2,7.45,14.9
6251,12746,Becky Seneschal,Senior Sales Representative,N Central East,4/6/2020,Wisconsin,WI,Olive Oil,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
6258,12746,Becky Seneschal,Senior Sales Representative,N Central East,5/6/2020,Iowa,IA,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,2,114,228
6273,12746,Becky Seneschal,Senior Sales Representative,N Central East,7/6/2020,Wisconsin,WI,Olive Oil,Extra Virgin Olive Oil - Bold 12pk,4,234,936
6283,12746,Becky Seneschal,Senior Sales Representative,N Central East,8/6/2020,Ohio,OH,Olive Oil,Garlic Extra Virgin Olive Oil 2pk,2,45,90
